title,company,location,country,working model,salary,summary
"Software Engineer, Dashboards",Google,Bengaluru,India,onsite,,5 years of relevant experience in software and/or dashboard development.Master's degree in Computer Science/Engineering or a related field.
AI / ML Dev (Application Development),Morgan Stanley,Bengaluru,India,onsite,,Practical knowledge of Natural Language Processing (NLP) and/or Neural network implementation.Proficiency in data analysis using complex and optimized SQL and …
D&AM- National -LSA/SSA,Deloitte,Bengaluru,India,onsite,,Certification in SAS or SQL Server or Other relational databases or big data platforms.Develop business and industry knowledge in one or more industries.
Hiring For Python Developer,Gnani.ai,Bengaluru,India,onsite,,Design and develop natural language processing systems.Use effective text representations to transform natural language into useful features.
"Cloud Technical Solutions Engineer, AI/ML, Google Cloud",Google,Bengaluru,India,onsite,,"1 year of experience in machine learning, recommendation systems, natural language processing, speech recognition, computer vision, or production deployment of…"
ML Engineer,EY,Bengaluru,India,onsite,,Strong command on verbal and written English language.Building AI solutions would involve the use and creation of AI and ML techniques including but not…
Applied Research Engineer – AI / ML,Bosch Group,Bengaluru,India,onsite,,"Evaluate new and existing IR, NLP, ML and AI algorithms, using standard datasets or our own data collections and strategies when necessary."
D&AM- Cloud Data-LSA/SSA,Deloitte,Bengaluru,India,onsite,,Certification in SAS or SQL Server or Other relational databases or big data platforms.Build business and industry knowledge in one or more industries.
Data Engineer,Interactions,Bengaluru,India,onsite,,"As a member of one of our Technology teams, you will contribute to building solutions that use natural language processing, cognitive computing, and artificial…"
"Software Engineer, Systems Power and Performance",Google,Bengaluru,India,onsite,,5 years of experience in power or performance modeling or systems performance analysis.Experience with Programming language such as Python.
"Senior Product Manager - Tech, Alexa AI Knowledge",ADCI - Karnataka,Bengaluru,India,onsite,,"Expertise with voice products or Q&A systems (e.g. speech recognition, natural language understanding, knowledge graphs) and challenges with non-latin script…"
Senior editor and content strategist - Manager (DI),Deloitte,Bengaluru,India,onsite,,"Experience in a publishing/media house or with corporate thought leadership and global, cross-industry content is preferred."
"Principal Data Scientist, AI-ML, D&T",West Pharmaceutical Services,Bengaluru,India,onsite,,"Knowledge of working with R, Anaconda environment or Jupyter notebooks or related tools.Exposure to Web services, micro-services, and REST."
DevOps Engineer,Interactions,Bengaluru,India,onsite,,"As a member of one of our Technology teams, you will contribute to building solutions that use natural language processing, cognitive computing, and artificial…"
Database Administrator,Interactions,Bengaluru,India,onsite,,"Scripting experience with bash, Perl or Python.Bachelor’s Degree in Computer Science or equivalent.In doing this via our conversational AI engine, our…"
USI R&FA | EH | MRM- Manager,Deloitte,Bengaluru,India,onsite,,Certification in SAS or SQL Server or Other relational databases or big data platforms.Work with team members to build analytics solutions and present them to…
Staff Product Manager,Freshworks,Bengaluru,India,onsite,,"Experience in data visualization and reporting using open source libraries/packages and third party tools (Tableau, Power BI or similar)."
UX Writer,Trinkerr Learning Technologies,Bengaluru,India,onsite,,"Collaborate with UX designers, product teams, and researchers to craft and hone language across a variety of contexts from UI components, to conversational…"
Project Manager,Purplegrids,Bengaluru,India,onsite,,"Worked as BA / PM or similar role in a product company (Preferred) or a services company.Familiarity with chatbots, voice enabled devices, or other…"
MS_ESP-IS-HSW_ToolDevelopment_2022,Bosch Group,Bengaluru,India,onsite,,You will be part of Hardware Related Software (HSW) team.Tech / M. Tech in Computer Science.Good knowledge and working experience in Tool design and…
CN - Strategy - ACE - CS&S - Conversation Design - 09,Accenture,Bengaluru,India,onsite,,"These services help our clients become living businesses by optimizing their marketing, sales and customer service strategy, thereby driving cost reduction,…"
Backend Developer,Vonage,Bengaluru,India,onsite,,Exposure to Machine learning or Natural Language Processing Experienced with transactional payments or e-commerce industry.
Client Technology - AI/ML Engineer,EY,Bengaluru,India,onsite,,"MS or PhD in CS, EE or related disciplines.The successful candidate will be part of a team building innovative AI solutions that rely on AI and ML techniques…"
Talent Acquisition Specialist,Trifacta,Bengaluru,India,onsite,,"3+ years of experience with full-cycle recruiting and or talent management in tech, SAAS start-ups.Certiﬁed as a LinkedIn Recruiter or 3+ years experience…"
Data Scientist - I/II,sharechat,Bengaluru,India,onsite,,"BTech, MS degree or Ph.D degree in Computer Science or a related discipline.Apply state of the art in the relevant research domains to make significant…"
"Software Engineer - NLP, Chatbot, Microservices",Amex,Bengaluru,India,onsite,,Build conversational AI using Natural language.Design and develop Micro services architecture for chatbots / chatbot integrations.
UX Researcher,Indihood,Bengaluru,India,onsite,,"Expert level conversational skills in a Indian language.Experience driving a shipped feature, release or product."
"Support Engineer, Alexa AI-Natural Understanding (Level 5)",ADCI - Karnataka,Bengaluru,India,onsite,,Experience scripting in modern program languages.Experience in Unix or Linux OS.4+ years of development or technical support experience.
Test Analyst,Cardinal Health,Bengaluru,India,onsite,,"Experience in RPA, cloud automation and conversational AI solutions.Preferred Healthcare industry experience with hospitals, providers, and/or other healthcare…"
"Team Lead – Safety Data Sciences, Global Patient Safety",Eli Lilly,Bengaluru,India,onsite,,Provide standard or custom validated reports for use in audits and inspections.Explore opportunities to create self-service/enhanced reporting options for GPS…
Member of Technical Staff - Backend,Armorblox,Bengaluru,India,onsite,,"Proficiency in one or more of the following languages - Go, Python, Java, C/C++.Deep understanding of micro services architecture, distributed systems and…"
Digital_Manager_Data Science_Bangalore,PwC,Bengaluru,India,onsite,,"Desired Languages (If blank, desired languages not specified).Analyse complex ideas or proposals and build a range of meaningful recommendations."
